Date_reported,Country_code,Country,WHO_region,New_hospitalizations_last_7days,New_icu_admissions_last_7days,New_hospitalizations_last_28days,New_icu_admissions_last_28days
2024-08-04,SDN,Sudan,EMR,,,,
2024-08-04,SUR,Suriname,AMR,0,,0,
2024-08-04,SWE,Sweden,EUR,,7,,19
2024-08-04,CHE,Switzerland,EUR,,,,
2024-08-04,SYR,Syrian Arab Republic,EMR,,,,
2024-08-04,TJK,Tajikistan,EUR,,,,
2024-08-04,THA,Thailand,SEAR,560,,3559,
2024-08-04,GBR,The United Kingdom,EUR,,,,
2024-08-04,TLS,Timor-Leste,SEAR,,,,
2024-08-04,TGO,Togo,AFR,,,,
2024-08-04,TKL,Tokelau,WPR,,,,
2024-08-04,TON,Tonga,WPR,,,,
2024-08-04,TTO,Trinidad And Tobago,AMR,,,,
2024-08-04,TUN,Tunisia,EMR,,,,
2024-08-04,TUR,Turkey,EUR,,,,
2024-08-04,TKM,Turkmenistan,EUR,,,,
2024-08-04,TCA,Turks And Caicos Islands,AMR,0,,2,
2024-08-04,TUV,Tuvalu,WPR,,,,
2024-08-04,UGA,Uganda,AFR,,,,
2024-08-04,UKR,Ukraine,EUR,0,0,2,2
2024-08-04,ARE,United Arab Emirates,EMR,,,,
2024-08-04,TZA,United Republic Of Tanzania,AFR,,,,
2024-08-04,USA,United States Of America,AMR,1466,,5070,
2024-08-04,VIR,United States Virgin Islands,AMR,,,,
2024-08-04,URY,Uruguay,AMR,4,1,19,3
2024-08-04,UZB,Uzbekistan,EUR,,,,
2024-08-04,VUT,Vanuatu,WPR,,,,
2024-08-04,VEN,Venezuela (Bolivarian Republic Of),AMR,,,,
2024-08-04,VNM,Viet Nam,WPR,,,,
2024-08-04,WLF,Wallis And Futuna,WPR,,,,
2024-08-04,YEM,Yemen,EMR,,,,
2024-08-04,ZMB,Zambia,AFR,,,,
2024-08-04,ZWE,Zimbabwe,AFR,,,,
2024-07-28,AFG,Afghanistan,EMR,,,,
2024-07-28,ALB,Albania,EUR,37,,82,
2024-07-28,DZA,Algeria,AFR,,,,
2024-07-28,ASM,American Samoa,WPR,,,,
2024-07-28,AND,Andorra,EUR,,,,
2024-07-28,AGO,Angola,AFR,0,0,0,0
2024-07-28,AIA,Anguilla,AMR,,,,
2024-07-28,ATG,Antigua And Barbuda,AMR,,,,
2024-07-28,ARG,Argentina,AMR,48,,166,
2024-07-28,ARM,Armenia,EUR,,,,
2024-07-28,ABW,Aruba,AMR,,,,
2024-07-28,AUS,Australia,WPR,,18,,75
2024-07-28,AUT,Austria,EUR,,,,
2024-07-28,AZE,Azerbaijan,EUR,,,,
2024-07-28,BHS,Bahamas,AMR,5,0,15,0
2024-07-28,BHR,Bahrain,EMR,,,,
2024-07-28,BGD,Bangladesh,SEAR,5,,7,
2024-07-28,BRB,Barbados,AMR,,,,
2024-07-28,BLR,Belarus,EUR,,,,
2024-07-28,BEL,Belgium,EUR,,,,
2024-07-28,BLZ,Belize,AMR,,,,
2024-07-28,BEN,Benin,AFR,,,,
2024-07-28,BMU,Bermuda,AMR,,,,
2024-07-28,BTN,Bhutan,SEAR,,,,
2024-07-28,BOL,Bolivia (Plurinational State Of),AMR,1,0,2,0
2024-07-28,BES,"Bonaire, Sint Eustatius And Saba",AMR,,,,
2024-07-28,BIH,Bosnia And Herzegovina,EUR,1,0,9,0
2024-07-28,BWA,Botswana,AFR,,,,
2024-07-28,BRA,Brazil,AMR,290,99,1095,369
2024-07-28,VGB,British Virgin Islands,AMR,0,0,0,0
2024-07-28,BRN,Brunei Darussalam,WPR,22,0,71,0
2024-07-28,BGR,Bulgaria,EUR,,,0,
2024-07-28,BFA,Burkina Faso,AFR,,,,
2024-07-28,BDI,Burundi,AFR,,,,
2024-07-28,CPV,Cabo Verde,AFR,,,,
2024-07-28,KHM,Cambodia,WPR,,,,
2024-07-28,CMR,Cameroon,AFR,,,,
2024-07-28,CAN,Canada,AMR,66,5,416,28
2024-07-28,CYM,Cayman Islands,AMR,,,,
2024-07-28,CAF,Central African Republic,AFR,,,,
2024-07-28,TCD,Chad,AFR,,,,
2024-07-28,CHL,Chile,AMR,7,1,29,2
2024-07-28,CHN,China,WPR,,,,
2024-07-28,COL,Colombia,AMR,364,,1351,
2024-07-28,COM,Comoros,AFR,,,,
2024-07-28,COG,Congo,AFR,,,,
2024-07-28,COK,Cook Islands,WPR,,,,
2024-07-28,CRI,Costa Rica,AMR,65,1,210,9
2024-07-28,CIV,Côte D’Ivoire,AFR,,,,
2024-07-28,HRV,Croatia,EUR,,,,
2024-07-28,CUB,Cuba,AMR,,,,
2024-07-28,CUW,Curaçao,AMR,,,,
2024-07-28,CYP,Cyprus,EUR,72,3,282,10
2024-07-28,CZE,Czechia,EUR,13,3,31,5
2024-07-28,PRK,Democratic People'S Republic Of Korea,SEAR,,,,
2024-07-28,COD,Democratic Republic Of The Congo,AFR,,,,
2024-07-28,DNK,Denmark,EUR,154,,660,
2024-07-28,DJI,Djibouti,EMR,,,,
2024-07-28,DMA,Dominica,AMR,0,,0,
2024-07-28,DOM,Dominican Republic,AMR,,,,
2024-07-28,ECU,Ecuador,AMR,36,9,109,24
2024-07-28,EGY,Egypt,EMR,,,,
2024-07-28,SLV,El Salvador,AMR,,,,
2024-07-28,GNQ,Equatorial Guinea,AFR,,,,
2024-07-28,ERI,Eritrea,AFR,,,,
2024-07-28,EST,Estonia,EUR,13,2,39,5
2024-07-28,SWZ,Eswatini,AFR,,,,
2024-07-28,ETH,Ethiopia,AFR,,,,
2024-07-28,FLK,Falkland Islands (Malvinas),AMR,,,,
2024-07-28,FRO,Faroe Islands,EUR,,,,
2024-07-28,FJI,Fiji,WPR,,,,
2024-07-28,FIN,Finland,EUR,,,,
2024-07-28,FRA,France,EUR,,,,
2024-07-28,GUF,French Guiana,AMR,,,,
2024-07-28,PYF,French Polynesia,WPR,,,,
2024-07-28,GAB,Gabon,AFR,,,,
2024-07-28,GMB,Gambia,AFR,,,,
2024-07-28,GEO,Georgia,EUR,14,,36,
2024-07-28,DEU,Germany,EUR,,,,
2024-07-28,GHA,Ghana,AFR,,,,
2024-07-28,GIB,Gibraltar,EUR,,,,
2024-07-28,GRC,Greece,EUR,923,19,2955,48
2024-07-28,GRL,Greenland,EUR,,,,
2024-07-28,GRD,Grenada,AMR,,,,
2024-07-28,GLP,Guadeloupe,AMR,,,,
2024-07-28,GUM,Guam,WPR,,,,
2024-07-28,GTM,Guatemala,AMR,1,0,3,0
2024-07-28,GGY,Guernsey,EUR,,,,
2024-07-28,GIN,Guinea,AFR,,,,
2024-07-28,GNB,Guinea-Bissau,AFR,,,,
2024-07-28,GUY,Guyana,AMR,0,0,1,0
2024-07-28,HTI,Haiti,AMR,0,0,0,0
2024-07-28,VAT,Holy See,EUR,,,,
2024-07-28,HND,Honduras,AMR,4,1,17,1
2024-07-28,HUN,Hungary,EUR,10,1,27,1
2024-07-28,ISL,Iceland,EUR,,,,
2024-07-28,IND,India,SEAR,,,,
2024-07-28,IDN,Indonesia,SEAR,,,,
2024-07-28,XXL,International Commercial Vessel,OTHER,,,,
2024-07-28,XXF,International Conveyance (American Samoa),OTHER,,,,
2024-07-28,XXJ,International Conveyance (Diamond Princess),OTHER,,,,
2024-07-28,XXI,International Conveyance (Kiribati),OTHER,,,,
2024-07-28,XXG,International Conveyance (Solomon Islands),OTHER,,,,
2024-07-28,XXH,International Conveyance (Vanuatu),OTHER,,,,
2024-07-28,IRN,Iran (Islamic Republic Of),EMR,,,,
2024-07-28,IRQ,Iraq,EMR,,,,
2024-07-28,IRL,Ireland,EUR,352,2,1509,10
2024-07-28,IMN,Isle Of Man,EUR,,,,
2024-07-28,ISR,Israel,EUR,,,,
2024-07-28,ITA,Italy,EUR,960,20,2760,61
2024-07-28,JAM,Jamaica,AMR,,,,
2024-07-28,JPN,Japan,WPR,,,,
2024-07-28,JEY,Jersey,EUR,,,,
2024-07-28,JOR,Jordan,EMR,,,,
2024-07-28,KAZ,Kazakhstan,EUR,,,,
2024-07-28,KEN,Kenya,AFR,,,,
2024-07-28,KIR,Kiribati,WPR,,,,
2024-07-28,XKX,Kosovo (In Accordance With Un Security Council Resolution 1244 (1999)),EUR,,,,
2024-07-28,KWT,Kuwait,EMR,,,,
2024-07-28,KGZ,Kyrgyzstan,EUR,,,,
2024-07-28,LAO,Lao People'S Democratic Republic,WPR,,,,
2024-07-28,LVA,Latvia,EUR,,,,
2024-07-28,LBN,Lebanon,EMR,,,,
2024-07-28,LSO,Lesotho,AFR,,,,
2024-07-28,LBR,Liberia,AFR,,,,
2024-07-28,LBY,Libya,EMR,,,,
2024-07-28,LIE,Liechtenstein,EUR,,,,
2024-07-28,LTU,Lithuania,EUR,,,,
2024-07-28,LUX,Luxembourg,EUR,,,,
2024-07-28,MDG,Madagascar,AFR,,,,
2024-07-28,MWI,Malawi,AFR,,,,
2024-07-28,MYS,Malaysia,WPR,166,3,823,19
2024-07-28,MDV,Maldives,SEAR,,,,
2024-07-28,MLI,Mali,AFR,,,,
2024-07-28,MLT,Malta,EUR,47,2,270,9
2024-07-28,MHL,Marshall Islands,WPR,,,,
2024-07-28,MTQ,Martinique,AMR,,,,
2024-07-28,MRT,Mauritania,AFR,0,0,0,0
2024-07-28,MUS,Mauritius,AFR,3,,9,0
2024-07-28,MYT,Mayotte,AFR,,,,
2024-07-28,MEX,Mexico,AMR,291,11,833,35
2024-07-28,FSM,Micronesia (Federated States Of),WPR,,,,
2024-07-28,MCO,Monaco,EUR,,,,
2024-07-28,MNG,Mongolia,WPR,,,0,0
2024-07-28,MNE,Montenegro,EUR,,,,
2024-07-28,MSR,Montserrat,AMR,,,,
2024-07-28,MAR,Morocco,EMR,,,,
2024-07-28,MOZ,Mozambique,AFR,,,,
2024-07-28,MMR,Myanmar,SEAR,,,,
2024-07-28,NAM,Namibia,AFR,,,,
2024-07-28,NRU,Nauru,WPR,,,,
2024-07-28,NPL,Nepal,SEAR,,,,
2024-07-28,NLD,Netherlands,EUR,,,,
2024-07-28,NCL,New Caledonia,WPR,,,,
2024-07-28,NZL,New Zealand,WPR,160,6,761,21
2024-07-28,NIC,Nicaragua,AMR,,,,
2024-07-28,NER,Niger,AFR,,,,
2024-07-28,NGA,Nigeria,AFR,,,,
2024-07-28,NIU,Niue,WPR,,,,
2024-07-28,MKD,North Macedonia,EUR,5,,14,0
2024-07-28,MNP,Northern Mariana Islands (Commonwealth Of The),WPR,,,,
2024-07-28,NOR,Norway,EUR,,,,
2024-07-28,PSE,"Occupied Palestinian Territory, Including East Jerusalem",EMR,,,,
2024-07-28,OMN,Oman,EMR,,,,
2024-07-28,PAK,Pakistan,EMR,,,,
2024-07-28,PLW,Palau,WPR,,,,
2024-07-28,PAN,Panama,AMR,8,0,47,6
2024-07-28,PNG,Papua New Guinea,WPR,,,,
2024-07-28,PRY,Paraguay,AMR,,,,
2024-07-28,PER,Peru,AMR,10,1,45,1
2024-07-28,PHL,Philippines,WPR,,,,
2024-07-28,PCN,Pitcairn Islands,WPR,,,,
2024-07-28,POL,Poland,EUR,3,,8,
2024-07-28,PRT,Portugal,EUR,0,,115,
2024-07-28,PRI,Puerto Rico,AMR,,,,
2024-07-28,QAT,Qatar,EMR,,,,
2024-07-28,KOR,Republic Of Korea,WPR,,,,
2024-07-28,MDA,Republic Of Moldova,EUR,,,,
2024-07-28,REU,Réunion,AFR,,,,
2024-07-28,ROU,Romania,EUR,,,,
2024-07-28,RUS,Russian Federation,EUR,785,,3242,
2024-07-28,RWA,Rwanda,AFR,,,,
2024-07-28,BLM,Saint Barthélemy,AMR,,,,
2024-07-28,SHN,Saint Helena,AFR,,,,
2024-07-28,KNA,Saint Kitts And Nevis,AMR,,,,
2024-07-28,LCA,Saint Lucia,AMR,0,,0,
2024-07-28,MAF,Saint Martin,AMR,,,,
2024-07-28,SPM,Saint Pierre And Miquelon,AMR,,,,
2024-07-28,VCT,Saint Vincent And The Grenadines,AMR,,,,
2024-07-28,WSM,Samoa,WPR,,,,
2024-07-28,SMR,San Marino,EUR,,,,
2024-07-28,STP,Sao Tome And Principe,AFR,,,,
2024-07-28,SAU,Saudi Arabia,EMR,,,,
2024-07-28,SEN,Senegal,AFR,,,,
2024-07-28,SRB,Serbia,EUR,,,,
2024-07-28,SYC,Seychelles,AFR,,,,
2024-07-28,SLE,Sierra Leone,AFR,,,,
2024-07-28,SGP,Singapore,WPR,53,2,418,7
2024-07-28,SXM,Sint Maarten,AMR,,,,
2024-07-28,SVK,Slovakia,EUR,22,1,52,2
2024-07-28,SVN,Slovenia,EUR,,,,
2024-07-28,SLB,Solomon Islands,WPR,,,,
2024-07-28,SOM,Somalia,EMR,,,,
2024-07-28,ZAF,South Africa,AFR,,,,
2024-07-28,SSD,South Sudan,AFR,,,,
2024-07-28,ESP,Spain,EUR,,,,
2024-07-28,LKA,Sri Lanka,SEAR,,,,
2024-07-28,SDN,Sudan,EMR,,,,
2024-07-28,SUR,Suriname,AMR,0,,0,
2024-07-28,SWE,Sweden,EUR,,6,,13
2024-07-28,CHE,Switzerland,EUR,,,,
2024-07-28,SYR,Syrian Arab Republic,EMR,,,,
2024-07-28,TJK,Tajikistan,EUR,,,,
2024-07-28,THA,Thailand,SEAR,928,,4376,
2024-07-28,GBR,The United Kingdom,EUR,,,,
2024-07-28,TLS,Timor-Leste,SEAR,,,,
2024-07-28,TGO,Togo,AFR,,,,
2024-07-28,TKL,Tokelau,WPR,,,,
2024-07-28,TON,Tonga,WPR,,,,
2024-07-28,TTO,Trinidad And Tobago,AMR,,,,
2024-07-28,TUN,Tunisia,EMR,,,,
2024-07-28,TUR,Turkey,EUR,,,,
2024-07-28,TKM,Turkmenistan,EUR,,,,
2024-07-28,TCA,Turks And Caicos Islands,AMR,0,,3,
2024-07-28,TUV,Tuvalu,WPR,,,,
2024-07-28,UGA,Uganda,AFR,,,,
2024-07-28,UKR,Ukraine,EUR,0,0,2,2
2024-07-28,ARE,United Arab Emirates,EMR,,,,
2024-07-28,TZA,United Republic Of Tanzania,AFR,,,,
2024-07-28,USA,United States Of America,AMR,1387,,4618,
2024-07-28,VIR,United States Virgin Islands,AMR,,,,
2024-07-28,URY,Uruguay,AMR,5,1,18,2
2024-07-28,UZB,Uzbekistan,EUR,,,,
2024-07-28,VUT,Vanuatu,WPR,,,,
2024-07-28,VEN,Venezuela (Bolivarian Republic Of),AMR,,,,
2024-07-28,VNM,Viet Nam,WPR,,,,
2024-07-28,WLF,Wallis And Futuna,WPR,,,,
2024-07-28,YEM,Yemen,EMR,,,,
2024-07-28,ZMB,Zambia,AFR,,,,
2024-07-28,ZWE,Zimbabwe,AFR,,,,
2024-07-21,AFG,Afghanistan,EMR,,,,
2024-07-21,ALB,Albania,EUR,18,,53,
2024-07-21,DZA,Algeria,AFR,,,,
2024-07-21,ASM,American Samoa,WPR,,,,
2024-07-21,AND,Andorra,EUR,,,,
2024-07-21,AGO,Angola,AFR,0,0,0,0
2024-07-21,AIA,Anguilla,AMR,,,,
2024-07-21,ATG,Antigua And Barbuda,AMR,,,,
2024-07-21,ARG,Argentina,AMR,50,,163,
2024-07-21,ARM,Armenia,EUR,,,,
2024-07-21,ABW,Aruba,AMR,,,,
2024-07-21,AUS,Australia,WPR,,15,,79
2024-07-21,AUT,Austria,EUR,,,,
2024-07-21,AZE,Azerbaijan,EUR,,,,
2024-07-21,BHS,Bahamas,AMR,4,0,13,1
2024-07-21,BHR,Bahrain,EMR,,,,
2024-07-21,BGD,Bangladesh,SEAR,1,,4,
2024-07-21,BRB,Barbados,AMR,,,,
2024-07-21,BLR,Belarus,EUR,,,,
2024-07-21,BEL,Belgium,EUR,,,,
2024-07-21,BLZ,Belize,AMR,,,,
2024-07-21,BEN,Benin,AFR,,,,
2024-07-21,BMU,Bermuda,AMR,,,,
2024-07-21,BTN,Bhutan,SEAR,,,,
2024-07-21,BOL,Bolivia (Plurinational State Of),AMR,0,0,1,0
2024-07-21,BES,"Bonaire, Sint Eustatius And Saba",AMR,,,,
2024-07-21,BIH,Bosnia And Herzegovina,EUR,0,0,8,0
2024-07-21,BWA,Botswana,AFR,,,,
2024-07-21,BRA,Brazil,AMR,287,92,1031,328
2024-07-21,VGB,British Virgin Islands,AMR,0,0,0,0
2024-07-21,BRN,Brunei Darussalam,WPR,21,0,61,0
2024-07-21,BGR,Bulgaria,EUR,,,1,
2024-07-21,BFA,Burkina Faso,AFR,,,,
2024-07-21,BDI,Burundi,AFR,,,,
2024-07-21,CPV,Cabo Verde,AFR,,,,
2024-07-21,KHM,Cambodia,WPR,,,,
2024-07-21,CMR,Cameroon,AFR,,,,
2024-07-21,CAN,Canada,AMR,107,9,467,30
2024-07-21,CYM,Cayman Islands,AMR,,,,
2024-07-21,CAF,Central African Republic,AFR,,,,
2024-07-21,TCD,Chad,AFR,,,,
2024-07-21,CHL,Chile,AMR,11,0,28,1
2024-07-21,CHN,China,WPR,,,,
2024-07-21,COL,Colombia,AMR,367,,1175,
2024-07-21,COM,Comoros,AFR,,,,
2024-07-21,COG,Congo,AFR,,,,
2024-07-21,COK,Cook Islands,WPR,,,,
2024-07-21,CRI,Costa Rica,AMR,93,3,169,9
2024-07-21,CIV,Côte D’Ivoire,AFR,,,,
2024-07-21,HRV,Croatia,EUR,,,,
2024-07-21,CUB,Cuba,AMR,,,,
2024-07-21,CUW,Curaçao,AMR,,,,
2024-07-21,CYP,Cyprus,EUR,64,4,268,9
2024-07-21,CZE,Czechia,EUR,9,,23,2
2024-07-21,PRK,Democratic People'S Republic Of Korea,SEAR,,,,
2024-07-21,COD,Democratic Republic Of The Congo,AFR,,,,
2024-07-21,DNK,Denmark,EUR,217,,585,
2024-07-21,DJI,Djibouti,EMR,,,,
2024-07-21,DMA,Dominica,AMR,0,,0,
2024-07-21,DOM,Dominican Republic,AMR,,,,
2024-07-21,ECU,Ecuador,AMR,32,4,101,17
2024-07-21,EGY,Egypt,EMR,,,,
2024-07-21,SLV,El Salvador,AMR,,,,
2024-07-21,GNQ,Equatorial Guinea,AFR,,,,
2024-07-21,ERI,Eritrea,AFR,,,,
2024-07-21,EST,Estonia,EUR,12,1,33,4
2024-07-21,SWZ,Eswatini,AFR,,,,
2024-07-21,ETH,Ethiopia,AFR,,,,
2024-07-21,FLK,Falkland Islands (Malvinas),AMR,,,,
2024-07-21,FRO,Faroe Islands,EUR,,,,
2024-07-21,FJI,Fiji,WPR,,,,
2024-07-21,FIN,Finland,EUR,,,,
2024-07-21,FRA,France,EUR,,,,
2024-07-21,GUF,French Guiana,AMR,,,,
2024-07-21,PYF,French Polynesia,WPR,,,,
2024-07-21,GAB,Gabon,AFR,,,,
2024-07-21,GMB,Gambia,AFR,,,,
2024-07-21,GEO,Georgia,EUR,8,,26,
2024-07-21,DEU,Germany,EUR,,,,
2024-07-21,GHA,Ghana,AFR,,,,
2024-07-21,GIB,Gibraltar,EUR,,,,
2024-07-21,GRC,Greece,EUR,788,6,2504,35
2024-07-21,GRL,Greenland,EUR,,,,
2024-07-21,GRD,Grenada,AMR,,,,
2024-07-21,GLP,Guadeloupe,AMR,,,,
2024-07-21,GUM,Guam,WPR,,,,
2024-07-21,GTM,Guatemala,AMR,1,0,2,0
2024-07-21,GGY,Guernsey,EUR,,,,
2024-07-21,GIN,Guinea,AFR,,,,
2024-07-21,GNB,Guinea-Bissau,AFR,,,,
2024-07-21,GUY,Guyana,AMR,1,0,1,0
2024-07-21,HTI,Haiti,AMR,0,0,0,0
2024-07-21,VAT,Holy See,EUR,,,,
2024-07-21,HND,Honduras,AMR,4,0,19,0
2024-07-21,HUN,Hungary,EUR,4,0,17,0
2024-07-21,ISL,Iceland,EUR,,,,
2024-07-21,IND,India,SEAR,,,,
2024-07-21,IDN,Indonesia,SEAR,,,,
2024-07-21,XXL,International Commercial Vessel,OTHER,,,,
2024-07-21,XXF,International Conveyance (American Samoa),OTHER,,,,
2024-07-21,XXJ,International Conveyance (Diamond Princess),OTHER,,,,
2024-07-21,XXI,International Conveyance (Kiribati),OTHER,,,,
2024-07-21,XXG,International Conveyance (Solomon Islands),OTHER,,,,
2024-07-21,XXH,International Conveyance (Vanuatu),OTHER,,,,
2024-07-21,IRN,Iran (Islamic Republic Of),EMR,,,,
2024-07-21,IRQ,Iraq,EMR,,,,
2024-07-21,IRL,Ireland,EUR,405,2,1552,13
2024-07-21,IMN,Isle Of Man,EUR,,,,
2024-07-21,ISR,Israel,EUR,,,,
2024-07-21,ITA,Italy,EUR,775,17,2112,50
2024-07-21,JAM,Jamaica,AMR,,,,
2024-07-21,JPN,Japan,WPR,,,,
2024-07-21,JEY,Jersey,EUR,,,,
2024-07-21,JOR,Jordan,EMR,,,,
2024-07-21,KAZ,Kazakhstan,EUR,,,,
2024-07-21,KEN,Kenya,AFR,,,,
2024-07-21,KIR,Kiribati,WPR,,,,
2024-07-21,XKX,Kosovo (In Accordance With Un Security Council Resolution 1244 (1999)),EUR,,,,
2024-07-21,KWT,Kuwait,EMR,,,,
2024-07-21,KGZ,Kyrgyzstan,EUR,,,,
2024-07-21,LAO,Lao People'S Democratic Republic,WPR,,,,
2024-07-21,LVA,Latvia,EUR,,,,
2024-07-21,LBN,Lebanon,EMR,,,,
2024-07-21,LSO,Lesotho,AFR,,,,
2024-07-21,LBR,Liberia,AFR,,,,
2024-07-21,LBY,Libya,EMR,,,,
2024-07-21,LIE,Liechtenstein,EUR,,,,
2024-07-21,LTU,Lithuania,EUR,,,,
2024-07-21,LUX,Luxembourg,EUR,,,,
2024-07-21,MDG,Madagascar,AFR,,,,
2024-07-21,MWI,Malawi,AFR,,,,
2024-07-21,MYS,Malaysia,WPR,181,3,916,18
2024-07-21,MDV,Maldives,SEAR,,,,
2024-07-21,MLI,Mali,AFR,,,,
2024-07-21,MLT,Malta,EUR,68,1,298,11
2024-07-21,MHL,Marshall Islands,WPR,,,,
2024-07-21,MTQ,Martinique,AMR,,,,
2024-07-21,MRT,Mauritania,AFR,0,0,0,0
2024-07-21,MUS,Mauritius,AFR,2,0,10,0
2024-07-21,MYT,Mayotte,AFR,,,,
2024-07-21,MEX,Mexico,AMR,261,11,628,25
2024-07-21,FSM,Micronesia (Federated States Of),WPR,,,,
2024-07-21,MCO,Monaco,EUR,,,,
2024-07-21,MNG,Mongolia,WPR,,,0,0
2024-07-21,MNE,Montenegro,EUR,,,,
2024-07-21,MSR,Montserrat,AMR,,,,
2024-07-21,MAR,Morocco,EMR,,,,
2024-07-21,MOZ,Mozambique,AFR,,,,
2024-07-21,MMR,Myanmar,SEAR,,,,
2024-07-21,NAM,Namibia,AFR,,,,
2024-07-21,NRU,Nauru,WPR,,,,
2024-07-21,NPL,Nepal,SEAR,,,,
2024-07-21,NLD,Netherlands,EUR,,,,
2024-07-21,NCL,New Caledonia,WPR,,,,
2024-07-21,NZL,New Zealand,WPR,210,8,818,25
2024-07-21,NIC,Nicaragua,AMR,,,,
2024-07-21,NER,Niger,AFR,,,,
2024-07-21,NGA,Nigeria,AFR,,,,
2024-07-21,NIU,Niue,WPR,,,,
2024-07-21,MKD,North Macedonia,EUR,6,,10,0
2024-07-21,MNP,Northern Mariana Islands (Commonwealth Of The),WPR,,,,
2024-07-21,NOR,Norway,EUR,,,,
2024-07-21,PSE,"Occupied Palestinian Territory, Including East Jerusalem",EMR,,,,
2024-07-21,OMN,Oman,EMR,,,,
2024-07-21,PAK,Pakistan,EMR,,,,
2024-07-21,PLW,Palau,WPR,,,,
2024-07-21,PAN,Panama,AMR,9,2,52,6
2024-07-21,PNG,Papua New Guinea,WPR,,,,
2024-07-21,PRY,Paraguay,AMR,,,,
2024-07-21,PER,Peru,AMR,10,0,46,1
2024-07-21,PHL,Philippines,WPR,,,,
2024-07-21,PCN,Pitcairn Islands,WPR,,,,
2024-07-21,POL,Poland,EUR,1,,6,
2024-07-21,PRT,Portugal,EUR,0,,115,
2024-07-21,PRI,Puerto Rico,AMR,,,,
2024-07-21,QAT,Qatar,EMR,,,,
2024-07-21,KOR,Republic Of Korea,WPR,,,,
2024-07-21,MDA,Republic Of Moldova,EUR,,,,
2024-07-21,REU,Réunion,AFR,,,,
2024-07-21,ROU,Romania,EUR,,,,
2024-07-21,RUS,Russian Federation,EUR,731,,3390,
2024-07-21,RWA,Rwanda,AFR,,,,
2024-07-21,BLM,Saint Barthélemy,AMR,,,,
2024-07-21,SHN,Saint Helena,AFR,,,,
2024-07-21,KNA,Saint Kitts And Nevis,AMR,,,,
2024-07-21,LCA,Saint Lucia,AMR,0,,0,
2024-07-21,MAF,Saint Martin,AMR,,,,
2024-07-21,SPM,Saint Pierre And Miquelon,AMR,,,,
2024-07-21,VCT,Saint Vincent And The Grenadines,AMR,,,,
2024-07-21,WSM,Samoa,WPR,,,,
2024-07-21,SMR,San Marino,EUR,,,,
2024-07-21,STP,Sao Tome And Principe,AFR,,,,
2024-07-21,SAU,Saudi Arabia,EMR,,,,
2024-07-21,SEN,Senegal,AFR,,,,
2024-07-21,SRB,Serbia,EUR,,,,
2024-07-21,SYC,Seychelles,AFR,,,,
2024-07-21,SLE,Sierra Leone,AFR,,,,
2024-07-21,SGP,Singapore,WPR,107,1,533,6
2024-07-21,SXM,Sint Maarten,AMR,,,,
2024-07-21,SVK,Slovakia,EUR,17,1,32,1
2024-07-21,SVN,Slovenia,EUR,,,,
2024-07-21,SLB,Solomon Islands,WPR,,,,
2024-07-21,SOM,Somalia,EMR,,,,
2024-07-21,ZAF,South Africa,AFR,,,,
2024-07-21,SSD,South Sudan,AFR,,,,
2024-07-21,ESP,Spain,EUR,,,,
2024-07-21,LKA,Sri Lanka,SEAR,,,,
2024-07-21,SDN,Sudan,EMR,,,,
2024-07-21,SUR,Suriname,AMR,0,,0,
2024-07-21,SWE,Sweden,EUR,,4,,9
2024-07-21,CHE,Switzerland,EUR,,,,
2024-07-21,SYR,Syrian Arab Republic,EMR,,,,
2024-07-21,TJK,Tajikistan,EUR,,,,
2024-07-21,THA,Thailand,SEAR,1067,,6704,
2024-07-21,GBR,The United Kingdom,EUR,,,,
2024-07-21,TLS,Timor-Leste,SEAR,,,,
2024-07-21,TGO,Togo,AFR,,,,
2024-07-21,TKL,Tokelau,WPR,,,,
2024-07-21,TON,Tonga,WPR,,,,
2024-07-21,TTO,Trinidad And Tobago,AMR,,,,
2024-07-21,TUN,Tunisia,EMR,,,,
2024-07-21,TUR,Turkey,EUR,,,,
2024-07-21,TKM,Turkmenistan,EUR,,,,
2024-07-21,TCA,Turks And Caicos Islands,AMR,1,,3,
2024-07-21,TUV,Tuvalu,WPR,,,,
2024-07-21,UGA,Uganda,AFR,,,,
2024-07-21,UKR,Ukraine,EUR,2,2,3,2
2024-07-21,ARE,United Arab Emirates,EMR,,,,
2024-07-21,TZA,United Republic Of Tanzania,AFR,,,,
2024-07-21,USA,United States Of America,AMR,1120,,4113,
2024-07-21,VIR,United States Virgin Islands,AMR,,,,
2024-07-21,URY,Uruguay,AMR,7,1,14,2
2024-07-21,UZB,Uzbekistan,EUR,,,,
2024-07-21,VUT,Vanuatu,WPR,,,,
2024-07-21,VEN,Venezuela (Bolivarian Republic Of),AMR,,,,
2024-07-21,VNM,Viet Nam,WPR,,,,
2024-07-21,WLF,Wallis And Futuna,WPR,,,,
2024-07-21,YEM,Yemen,EMR,,,,
2024-07-21,ZMB,Zambia,AFR,,,,
2024-07-21,ZWE,Zimbabwe,AFR,,,,
2024-07-14,AFG,Afghanistan,EMR,,,,
2024-07-14,ALB,Albania,EUR,14,,42,
2024-07-14,DZA,Algeria,AFR,,,,
2024-07-14,ASM,American Samoa,WPR,,,,
2024-07-14,AND,Andorra,EUR,,,,
2024-07-14,AGO,Angola,AFR,0,0,0,0
2024-07-14,AIA,Anguilla,AMR,,,,
