Date_reported,Country_code,Country,WHO_region,New_hospitalizations_last_7days,New_icu_admissions_last_7days,New_hospitalizations_last_28days,New_icu_admissions_last_28days
2022-01-30,FSM,Micronesia (Federated States Of),WPR,,,,
2022-01-30,MCO,Monaco,EUR,,,,
2022-01-30,MNG,Mongolia,WPR,5754,,20281,
2022-01-30,MNE,Montenegro,EUR,115,2,242,15
2022-01-30,MSR,Montserrat,AMR,,,,
2022-01-30,MAR,Morocco,EMR,867,717,2133,2345
2022-01-30,MOZ,Mozambique,AFR,,,,
2022-01-30,MMR,Myanmar,SEAR,,,,
2022-01-30,NAM,Namibia,AFR,,,,
2022-01-30,NRU,Nauru,WPR,,,,
2022-01-30,NPL,Nepal,SEAR,,,,
2022-01-30,NLD,Netherlands,EUR,1087,70,3952,380
2022-01-30,NCL,New Caledonia,WPR,,,,
2022-01-30,NZL,New Zealand,WPR,16,2,61,5
2022-01-30,NIC,Nicaragua,AMR,,,,
2022-01-30,NER,Niger,AFR,,,,
2022-01-30,NGA,Nigeria,AFR,,,,
2022-01-30,NIU,Niue,WPR,,,,
2022-01-30,MKD,North Macedonia,EUR,385,31,1100,91
2022-01-30,MNP,Northern Mariana Islands (Commonwealth Of The),WPR,,,,
2022-01-30,NOR,Norway,EUR,209,19,640,95
2022-01-30,PSE,"Occupied Palestinian Territory, Including East Jerusalem",EMR,156,,248,
2022-01-30,OMN,Oman,EMR,334,,631,98
2022-01-30,PAK,Pakistan,EMR,1653,395,4563,921
2022-01-30,PLW,Palau,WPR,,,,
2022-01-30,PAN,Panama,AMR,,,,
2022-01-30,PNG,Papua New Guinea,WPR,,,,
2022-01-30,PRY,Paraguay,AMR,,,,
2022-01-30,PER,Peru,AMR,,,,
2022-01-30,PHL,Philippines,WPR,,,,
2022-01-30,PCN,Pitcairn Islands,WPR,,,,
2022-01-30,POL,Poland,EUR,1802,1,5085,4
2022-01-30,PRT,Portugal,EUR,0,38,844,60
2022-01-30,PRI,Puerto Rico,AMR,,,,
2022-01-30,QAT,Qatar,EMR,181,33,1670,163
2022-01-30,KOR,Republic Of Korea,WPR,,,,
2022-01-30,MDA,Republic Of Moldova,EUR,,,,
2022-01-30,REU,Réunion,AFR,,,,
2022-01-30,ROU,Romania,EUR,,,31,1
2022-01-30,RUS,Russian Federation,EUR,,,,
2022-01-30,RWA,Rwanda,AFR,,,,
2022-01-30,BLM,Saint Barthélemy,AMR,,,,
2022-01-30,SHN,Saint Helena,AFR,,,,
2022-01-30,KNA,Saint Kitts And Nevis,AMR,22,,75,1
2022-01-30,LCA,Saint Lucia,AMR,,,,
2022-01-30,MAF,Saint Martin,AMR,,,,
2022-01-30,SPM,Saint Pierre And Miquelon,AMR,,,,
2022-01-30,VCT,Saint Vincent And The Grenadines,AMR,,,,
2022-01-30,WSM,Samoa,WPR,,,,
2022-01-30,SMR,San Marino,EUR,,,,
2022-01-30,STP,Sao Tome And Principe,AFR,,,,
2022-01-30,SAU,Saudi Arabia,EMR,,285,,858
2022-01-30,SEN,Senegal,AFR,,,,
2022-01-30,SRB,Serbia,EUR,,,,
2022-01-30,SYC,Seychelles,AFR,,,,
2022-01-30,SLE,Sierra Leone,AFR,,,,
2022-01-30,SGP,Singapore,WPR,,,,
2022-01-30,SXM,Sint Maarten,AMR,4,2,44,13
2022-01-30,SVK,Slovakia,EUR,669,75,1978,184
2022-01-30,SVN,Slovenia,EUR,403,,1145,
2022-01-30,SLB,Solomon Islands,WPR,,,,
2022-01-30,SOM,Somalia,EMR,,,,
2022-01-30,ZAF,South Africa,AFR,,,,
2022-01-30,SSD,South Sudan,AFR,,,,
2022-01-30,ESP,Spain,EUR,8666,552,39190,2614
2022-01-30,LKA,Sri Lanka,SEAR,,,,
2022-01-30,SDN,Sudan,EMR,,,,
2022-01-30,SUR,Suriname,AMR,,,,
2022-01-30,SWE,Sweden,EUR,347,100,1980,370
2022-01-30,CHE,Switzerland,EUR,932,,3574,
2022-01-30,SYR,Syrian Arab Republic,EMR,1,,1,
2022-01-30,TJK,Tajikistan,EUR,,,,
2022-01-30,THA,Thailand,SEAR,,,,
2022-01-30,GBR,The United Kingdom,EUR,,,,
2022-01-30,TLS,Timor-Leste,SEAR,6,,36,
2022-01-30,TGO,Togo,AFR,,,,
2022-01-30,TKL,Tokelau,WPR,,,,
2022-01-30,TON,Tonga,WPR,,,,
2022-01-30,TTO,Trinidad And Tobago,AMR,,,,
2022-01-30,TUN,Tunisia,EMR,623,,1643,
2022-01-30,TUR,Turkey,EUR,18028,2408,58269,8136
2022-01-30,TKM,Turkmenistan,EUR,,,,
2022-01-30,TCA,Turks And Caicos Islands,AMR,7,,41,0
2022-01-30,TUV,Tuvalu,WPR,,,,
2022-01-30,UGA,Uganda,AFR,,,,
2022-01-30,UKR,Ukraine,EUR,11651,965,32296,3686
2022-01-30,ARE,United Arab Emirates,EMR,,,,
2022-01-30,TZA,United Republic Of Tanzania,AFR,,,,
2022-01-30,USA,United States Of America,AMR,123103,,557816,
2022-01-30,VIR,United States Virgin Islands,AMR,,,,
2022-01-30,URY,Uruguay,AMR,,,,
2022-01-30,UZB,Uzbekistan,EUR,1251,32,4939,126
2022-01-30,VUT,Vanuatu,WPR,,,,
2022-01-30,VEN,Venezuela (Bolivarian Republic Of),AMR,16,5,21,7
2022-01-30,VNM,Viet Nam,WPR,,,,
2022-01-30,WLF,Wallis And Futuna,WPR,,,,
2022-01-30,YEM,Yemen,EMR,,,,
2022-01-30,ZMB,Zambia,AFR,,,,
2022-01-30,ZWE,Zimbabwe,AFR,,,,
2022-01-23,AFG,Afghanistan,EMR,9,,183,
2022-01-23,ALB,Albania,EUR,,,,
2022-01-23,DZA,Algeria,AFR,,,,
2022-01-23,ASM,American Samoa,WPR,,,,
2022-01-23,AND,Andorra,EUR,,,,
2022-01-23,AGO,Angola,AFR,,,,
2022-01-23,AIA,Anguilla,AMR,,,,
2022-01-23,ATG,Antigua And Barbuda,AMR,,,,
2022-01-23,ARG,Argentina,AMR,5061,734,12795,1834
2022-01-23,ARM,Armenia,EUR,,,,
2022-01-23,ABW,Aruba,AMR,39,2,193,24
2022-01-23,AUS,Australia,WPR,,,,
2022-01-23,AUT,Austria,EUR,486,91,1378,346
2022-01-23,AZE,Azerbaijan,EUR,,,,
2022-01-23,BHS,Bahamas,AMR,70,0,225,2
2022-01-23,BHR,Bahrain,EMR,536,,1423,
2022-01-23,BGD,Bangladesh,SEAR,2740,,6060,
2022-01-23,BRB,Barbados,AMR,,,,
2022-01-23,BLR,Belarus,EUR,,,,
2022-01-23,BEL,Belgium,EUR,2068,,5790,
2022-01-23,BLZ,Belize,AMR,,,,
2022-01-23,BEN,Benin,AFR,,,,
2022-01-23,BMU,Bermuda,AMR,12,,32,0
2022-01-23,BTN,Bhutan,SEAR,,,0,
2022-01-23,BOL,Bolivia (Plurinational State Of),AMR,,,,
2022-01-23,BES,"Bonaire, Sint Eustatius And Saba",AMR,,,,
2022-01-23,BIH,Bosnia And Herzegovina,EUR,1357,84,4880,220
2022-01-23,BWA,Botswana,AFR,,,,
2022-01-23,BRA,Brazil,AMR,20769,5976,43467,12898
2022-01-23,VGB,British Virgin Islands,AMR,,,,
2022-01-23,BRN,Brunei Darussalam,WPR,,,,
2022-01-23,BGR,Bulgaria,EUR,3640,,13416,
2022-01-23,BFA,Burkina Faso,AFR,,,,
2022-01-23,BDI,Burundi,AFR,,,,
2022-01-23,CPV,Cabo Verde,AFR,,,,
2022-01-23,KHM,Cambodia,WPR,,,,
2022-01-23,CMR,Cameroon,AFR,,,,
2022-01-23,CAN,Canada,AMR,6115,,23010,
2022-01-23,CYM,Cayman Islands,AMR,,,,
2022-01-23,CAF,Central African Republic,AFR,,,,
2022-01-23,TCD,Chad,AFR,,,,
2022-01-23,CHL,Chile,AMR,1000,15,2238,49
2022-01-23,CHN,China,WPR,580,,4402,
2022-01-23,COL,Colombia,AMR,1553,,4716,
2022-01-23,COM,Comoros,AFR,,,,
2022-01-23,COG,Congo,AFR,,,,
2022-01-23,COK,Cook Islands,WPR,0,,0,
2022-01-23,CRI,Costa Rica,AMR,1019,80,1994,176
2022-01-23,CIV,Côte D’Ivoire,AFR,,,,
2022-01-23,HRV,Croatia,EUR,,,,
2022-01-23,CUB,Cuba,AMR,2465,,10519,
2022-01-23,CUW,Curaçao,AMR,37,0,134,0
2022-01-23,CYP,Cyprus,EUR,158,19,715,97
2022-01-23,CZE,Czechia,EUR,1549,220,6365,1160
2022-01-23,PRK,Democratic People'S Republic Of Korea,SEAR,,,,
2022-01-23,COD,Democratic Republic Of The Congo,AFR,,,,
2022-01-23,DNK,Denmark,EUR,1284,50,5126,197
2022-01-23,DJI,Djibouti,EMR,,,,
2022-01-23,DMA,Dominica,AMR,,,,
2022-01-23,DOM,Dominican Republic,AMR,,0,,0
2022-01-23,ECU,Ecuador,AMR,590,,1359,
2022-01-23,EGY,Egypt,EMR,4818,,17984,
2022-01-23,SLV,El Salvador,AMR,,,,
2022-01-23,GNQ,Equatorial Guinea,AFR,,,,
2022-01-23,ERI,Eritrea,AFR,,,,
2022-01-23,EST,Estonia,EUR,277,22,895,66
2022-01-23,SWZ,Eswatini,AFR,,,,
2022-01-23,ETH,Ethiopia,AFR,,,,
2022-01-23,FLK,Falkland Islands (Malvinas),AMR,,,,
2022-01-23,FRO,Faroe Islands,EUR,,,,
2022-01-23,FJI,Fiji,WPR,,,,
2022-01-23,FIN,Finland,EUR,4,2,284,63
2022-01-23,FRA,France,EUR,17696,1935,56782,8312
2022-01-23,GUF,French Guiana,AMR,,,,
2022-01-23,PYF,French Polynesia,WPR,,,,
2022-01-23,GAB,Gabon,AFR,,,,
2022-01-23,GMB,Gambia,AFR,,,,
2022-01-23,GEO,Georgia,EUR,,,,
2022-01-23,DEU,Germany,EUR,7394,437,25227,2115
2022-01-23,GHA,Ghana,AFR,,,,
2022-01-23,GIB,Gibraltar,EUR,,,,
2022-01-23,GRC,Greece,EUR,3440,301,14239,1143
2022-01-23,GRL,Greenland,EUR,,,,
2022-01-23,GRD,Grenada,AMR,,,,
2022-01-23,GLP,Guadeloupe,AMR,,,,
2022-01-23,GUM,Guam,WPR,,,,
2022-01-23,GTM,Guatemala,AMR,,,,
2022-01-23,GGY,Guernsey,EUR,,,,
2022-01-23,GIN,Guinea,AFR,,,,
2022-01-23,GNB,Guinea-Bissau,AFR,,,,
2022-01-23,GUY,Guyana,AMR,,,,
2022-01-23,HTI,Haiti,AMR,,,,
2022-01-23,VAT,Holy See,EUR,,,,
2022-01-23,HND,Honduras,AMR,11,,48,0
2022-01-23,HUN,Hungary,EUR,,,,
2022-01-23,ISL,Iceland,EUR,24,,112,
2022-01-23,IND,India,SEAR,,,,
2022-01-23,IDN,Indonesia,SEAR,2019,,3585,
2022-01-23,XXL,International Commercial Vessel,OTHER,,,,
2022-01-23,XXF,International Conveyance (American Samoa),OTHER,,,,
2022-01-23,XXJ,International Conveyance (Diamond Princess),OTHER,,,,
2022-01-23,XXI,International Conveyance (Kiribati),OTHER,,,,
2022-01-23,XXG,International Conveyance (Solomon Islands),OTHER,,,,
2022-01-23,XXH,International Conveyance (Vanuatu),OTHER,,,,
2022-01-23,IRN,Iran (Islamic Republic Of),EMR,2490,,6829,
2022-01-23,IRQ,Iraq,EMR,,,217,
2022-01-23,IRL,Ireland,EUR,735,25,3064,107
2022-01-23,IMN,Isle Of Man,EUR,,,,
2022-01-23,ISR,Israel,EUR,,,,
2022-01-23,ITA,Italy,EUR,11115,781,42725,3081
2022-01-23,JAM,Jamaica,AMR,25,,82,1
2022-01-23,JPN,Japan,WPR,,,,
2022-01-23,JEY,Jersey,EUR,,,,
2022-01-23,JOR,Jordan,EMR,692,,2192,
2022-01-23,KAZ,Kazakhstan,EUR,,,,
2022-01-23,KEN,Kenya,AFR,,,,
2022-01-23,KIR,Kiribati,WPR,,,,
2022-01-23,XKX,Kosovo (In Accordance With Un Security Council Resolution 1244 (1999)),EUR,,,,
2022-01-23,KWT,Kuwait,EMR,,,,
2022-01-23,KGZ,Kyrgyzstan,EUR,643,,1481,
2022-01-23,LAO,Lao People'S Democratic Republic,WPR,,,,
2022-01-23,LVA,Latvia,EUR,580,142,1873,569
2022-01-23,LBN,Lebanon,EMR,,,,
2022-01-23,LSO,Lesotho,AFR,,,,
2022-01-23,LBR,Liberia,AFR,,,,
2022-01-23,LBY,Libya,EMR,,,,
2022-01-23,LIE,Liechtenstein,EUR,,,,
2022-01-23,LTU,Lithuania,EUR,8016,1,21846,3
2022-01-23,LUX,Luxembourg,EUR,57,5,219,31
2022-01-23,MDG,Madagascar,AFR,,,,
2022-01-23,MWI,Malawi,AFR,,,,
2022-01-23,MYS,Malaysia,WPR,11114,,41581,
2022-01-23,MDV,Maldives,SEAR,94,,192,
2022-01-23,MLI,Mali,AFR,,,,
2022-01-23,MLT,Malta,EUR,45,1,231,11
2022-01-23,MHL,Marshall Islands,WPR,,,,
2022-01-23,MTQ,Martinique,AMR,,,,
2022-01-23,MRT,Mauritania,AFR,,,,
2022-01-23,MUS,Mauritius,AFR,,,,
2022-01-23,MYT,Mayotte,AFR,,,,
2022-01-23,MEX,Mexico,AMR,9928,141,22993,316
2022-01-23,FSM,Micronesia (Federated States Of),WPR,,,,
2022-01-23,MCO,Monaco,EUR,,,,
2022-01-23,MNG,Mongolia,WPR,7781,,14527,
2022-01-23,MNE,Montenegro,EUR,,,195,18
2022-01-23,MSR,Montserrat,AMR,,,,
2022-01-23,MAR,Morocco,EMR,730,730,1418,1693
2022-01-23,MOZ,Mozambique,AFR,,,,
2022-01-23,MMR,Myanmar,SEAR,,,,
2022-01-23,NAM,Namibia,AFR,,,,
2022-01-23,NRU,Nauru,WPR,,,,
2022-01-23,NPL,Nepal,SEAR,,,,
2022-01-23,NLD,Netherlands,EUR,1041,67,3938,479
2022-01-23,NCL,New Caledonia,WPR,,,,
2022-01-23,NZL,New Zealand,WPR,11,2,62,4
2022-01-23,NIC,Nicaragua,AMR,,,,
2022-01-23,NER,Niger,AFR,,,,
2022-01-23,NGA,Nigeria,AFR,,,,
2022-01-23,NIU,Niue,WPR,,,,
2022-01-23,MKD,North Macedonia,EUR,311,27,821,69
2022-01-23,MNP,Northern Mariana Islands (Commonwealth Of The),WPR,,,,
2022-01-23,NOR,Norway,EUR,148,22,630,124
2022-01-23,PSE,"Occupied Palestinian Territory, Including East Jerusalem",EMR,92,,92,
2022-01-23,OMN,Oman,EMR,194,98,302,98
2022-01-23,PAK,Pakistan,EMR,1265,332,3598,537
2022-01-23,PLW,Palau,WPR,,,,
2022-01-23,PAN,Panama,AMR,,,,
2022-01-23,PNG,Papua New Guinea,WPR,,,,
2022-01-23,PRY,Paraguay,AMR,,,,
2022-01-23,PER,Peru,AMR,,,,
2022-01-23,PHL,Philippines,WPR,,,,
2022-01-23,PCN,Pitcairn Islands,WPR,,,,
2022-01-23,POL,Poland,EUR,1248,1,4548,9
2022-01-23,PRT,Portugal,EUR,0,22,844,52
2022-01-23,PRI,Puerto Rico,AMR,,,,
2022-01-23,QAT,Qatar,EMR,450,52,1706,137
2022-01-23,KOR,Republic Of Korea,WPR,,,,
2022-01-23,MDA,Republic Of Moldova,EUR,,,,
2022-01-23,REU,Réunion,AFR,,,,
2022-01-23,ROU,Romania,EUR,,,39,2
2022-01-23,RUS,Russian Federation,EUR,,,,
2022-01-23,RWA,Rwanda,AFR,,,,
2022-01-23,BLM,Saint Barthélemy,AMR,,,,
2022-01-23,SHN,Saint Helena,AFR,,,,
2022-01-23,KNA,Saint Kitts And Nevis,AMR,20,,56,1
2022-01-23,LCA,Saint Lucia,AMR,,,,
2022-01-23,MAF,Saint Martin,AMR,,,,
2022-01-23,SPM,Saint Pierre And Miquelon,AMR,,,,
2022-01-23,VCT,Saint Vincent And The Grenadines,AMR,,,,
2022-01-23,WSM,Samoa,WPR,,,,
2022-01-23,SMR,San Marino,EUR,,,,
2022-01-23,STP,Sao Tome And Principe,AFR,,,,
2022-01-23,SAU,Saudi Arabia,EMR,,319,,580
2022-01-23,SEN,Senegal,AFR,,,,
2022-01-23,SRB,Serbia,EUR,,,,
2022-01-23,SYC,Seychelles,AFR,,,,
2022-01-23,SLE,Sierra Leone,AFR,,,,
2022-01-23,SGP,Singapore,WPR,,,,
2022-01-23,SXM,Sint Maarten,AMR,6,5,46,11
2022-01-23,SVK,Slovakia,EUR,414,22,1972,182
2022-01-23,SVN,Slovenia,EUR,298,,1007,
2022-01-23,SLB,Solomon Islands,WPR,,,,
2022-01-23,SOM,Somalia,EMR,,,,
2022-01-23,ZAF,South Africa,AFR,,,,
2022-01-23,SSD,South Sudan,AFR,,,,
2022-01-23,ESP,Spain,EUR,10245,649,38224,2688
2022-01-23,LKA,Sri Lanka,SEAR,,,,
2022-01-23,SDN,Sudan,EMR,,,,
2022-01-23,SUR,Suriname,AMR,,,,
2022-01-23,SWE,Sweden,EUR,402,87,1994,361
2022-01-23,CHE,Switzerland,EUR,891,,3456,
2022-01-23,SYR,Syrian Arab Republic,EMR,,,,
2022-01-23,TJK,Tajikistan,EUR,,,,
2022-01-23,THA,Thailand,SEAR,,,,
2022-01-23,GBR,The United Kingdom,EUR,,,,
2022-01-23,TLS,Timor-Leste,SEAR,5,,30,
2022-01-23,TGO,Togo,AFR,,,,
2022-01-23,TKL,Tokelau,WPR,,,,
2022-01-23,TON,Tonga,WPR,,,,
2022-01-23,TTO,Trinidad And Tobago,AMR,,,,
2022-01-23,TUN,Tunisia,EMR,439,,1036,3
2022-01-23,TUR,Turkey,EUR,15150,2079,47408,6910
2022-01-23,TKM,Turkmenistan,EUR,,,,
2022-01-23,TCA,Turks And Caicos Islands,AMR,9,,35,0
2022-01-23,TUV,Tuvalu,WPR,,,,
2022-01-23,UGA,Uganda,AFR,,,,
2022-01-23,UKR,Ukraine,EUR,8418,885,25967,3686
2022-01-23,ARE,United Arab Emirates,EMR,,,,
2022-01-23,TZA,United Republic Of Tanzania,AFR,,,,
2022-01-23,USA,United States Of America,AMR,141169,,539587,
2022-01-23,VIR,United States Virgin Islands,AMR,,,,
2022-01-23,URY,Uruguay,AMR,,,,
2022-01-23,UZB,Uzbekistan,EUR,1540,38,3991,99
2022-01-23,VUT,Vanuatu,WPR,,,,
2022-01-23,VEN,Venezuela (Bolivarian Republic Of),AMR,,,5,2
2022-01-23,VNM,Viet Nam,WPR,,,,
2022-01-23,WLF,Wallis And Futuna,WPR,,,,
2022-01-23,YEM,Yemen,EMR,,,,
2022-01-23,ZMB,Zambia,AFR,,,,
2022-01-23,ZWE,Zimbabwe,AFR,,,,
2022-01-16,AFG,Afghanistan,EMR,5,,174,
2022-01-16,ALB,Albania,EUR,,,,
2022-01-16,DZA,Algeria,AFR,,,,
2022-01-16,ASM,American Samoa,WPR,,,,
2022-01-16,AND,Andorra,EUR,,,,
2022-01-16,AGO,Angola,AFR,,,,
2022-01-16,AIA,Anguilla,AMR,,,,
2022-01-16,ATG,Antigua And Barbuda,AMR,,,,
2022-01-16,ARG,Argentina,AMR,4100,583,8258,1201
2022-01-16,ARM,Armenia,EUR,,,,
2022-01-16,ABW,Aruba,AMR,70,9,164,23
2022-01-16,AUS,Australia,WPR,,,,
2022-01-16,AUT,Austria,EUR,391,115,1101,311
2022-01-16,AZE,Azerbaijan,EUR,,,,
2022-01-16,BHS,Bahamas,AMR,69,0,161,2
2022-01-16,BHR,Bahrain,EMR,513,,917,0
2022-01-16,BGD,Bangladesh,SEAR,1522,,4081,
2022-01-16,BRB,Barbados,AMR,,,,
2022-01-16,BLR,Belarus,EUR,,,,
2022-01-16,BEL,Belgium,EUR,1400,,4718,
2022-01-16,BLZ,Belize,AMR,,,,
2022-01-16,BEN,Benin,AFR,,,,
2022-01-16,BMU,Bermuda,AMR,16,,21,0
2022-01-16,BTN,Bhutan,SEAR,0,,0,
2022-01-16,BOL,Bolivia (Plurinational State Of),AMR,,,,
2022-01-16,BES,"Bonaire, Sint Eustatius And Saba",AMR,,,,
2022-01-16,BIH,Bosnia And Herzegovina,EUR,1886,51,4050,179
2022-01-16,BWA,Botswana,AFR,,,,
2022-01-16,BRA,Brazil,AMR,13104,3730,24860,7704
2022-01-16,VGB,British Virgin Islands,AMR,,,,
2022-01-16,BRN,Brunei Darussalam,WPR,,,,
2022-01-16,BGR,Bulgaria,EUR,3530,,9777,
2022-01-16,BFA,Burkina Faso,AFR,,,,
2022-01-16,BDI,Burundi,AFR,,,,
2022-01-16,CPV,Cabo Verde,AFR,,,,
2022-01-16,KHM,Cambodia,WPR,,,,
2022-01-16,CMR,Cameroon,AFR,,,,
2022-01-16,CAN,Canada,AMR,7064,,18377,
2022-01-16,CYM,Cayman Islands,AMR,,,,
2022-01-16,CAF,Central African Republic,AFR,,,,
2022-01-16,TCD,Chad,AFR,,,,
2022-01-16,CHL,Chile,AMR,587,14,1576,45
2022-01-16,CHN,China,WPR,1319,,4719,
2022-01-16,COL,Colombia,AMR,1457,,3401,
2022-01-16,COM,Comoros,AFR,,,,
2022-01-16,COG,Congo,AFR,,,,
2022-01-16,COK,Cook Islands,WPR,0,,0,
2022-01-16,CRI,Costa Rica,AMR,742,58,1020,96
2022-01-16,CIV,Côte D’Ivoire,AFR,,,,
2022-01-16,HRV,Croatia,EUR,,,,
2022-01-16,CUB,Cuba,AMR,2993,,8413,
2022-01-16,CUW,Curaçao,AMR,49,0,103,0
2022-01-16,CYP,Cyprus,EUR,188,26,665,99
2022-01-16,CZE,Czechia,EUR,1053,210,7197,1441
2022-01-16,PRK,Democratic People'S Republic Of Korea,SEAR,,,,
2022-01-16,COD,Democratic Republic Of The Congo,AFR,,,,
2022-01-16,DNK,Denmark,EUR,1272,44,4915,199
2022-01-16,DJI,Djibouti,EMR,,,,
2022-01-16,DMA,Dominica,AMR,,,,
2022-01-16,DOM,Dominican Republic,AMR,,0,,0
2022-01-16,ECU,Ecuador,AMR,494,,886,
2022-01-16,EGY,Egypt,EMR,4602,,17750,
2022-01-16,SLV,El Salvador,AMR,,,,
2022-01-16,GNQ,Equatorial Guinea,AFR,,,,
2022-01-16,ERI,Eritrea,AFR,,,,
2022-01-16,EST,Estonia,EUR,260,16,798,59
2022-01-16,SWZ,Eswatini,AFR,,,,
2022-01-16,ETH,Ethiopia,AFR,,,,
2022-01-16,FLK,Falkland Islands (Malvinas),AMR,,,,
2022-01-16,FRO,Faroe Islands,EUR,,,,
2022-01-16,FJI,Fiji,WPR,,,,
2022-01-16,FIN,Finland,EUR,38,3,351,76
2022-01-16,FRA,France,EUR,15057,2146,47157,8204
2022-01-16,GUF,French Guiana,AMR,,,,
2022-01-16,PYF,French Polynesia,WPR,,,,
2022-01-16,GAB,Gabon,AFR,,,,
2022-01-16,GMB,Gambia,AFR,,,,
2022-01-16,GEO,Georgia,EUR,,,,
2022-01-16,DEU,Germany,EUR,5940,431,23932,2457
2022-01-16,GHA,Ghana,AFR,,,,
2022-01-16,GIB,Gibraltar,EUR,,,,
2022-01-16,GRC,Greece,EUR,3911,314,13021,1126
2022-01-16,GRL,Greenland,EUR,,,,
2022-01-16,GRD,Grenada,AMR,,,,
2022-01-16,GLP,Guadeloupe,AMR,,,,
2022-01-16,GUM,Guam,WPR,,,,
2022-01-16,GTM,Guatemala,AMR,,,,
2022-01-16,GGY,Guernsey,EUR,,,,
2022-01-16,GIN,Guinea,AFR,,,,
2022-01-16,GNB,Guinea-Bissau,AFR,,,,
2022-01-16,GUY,Guyana,AMR,,,,
2022-01-16,HTI,Haiti,AMR,,,,
2022-01-16,VAT,Holy See,EUR,,,,
2022-01-16,HND,Honduras,AMR,19,0,37,0
2022-01-16,HUN,Hungary,EUR,,,,
2022-01-16,ISL,Iceland,EUR,24,,97,
2022-01-16,IND,India,SEAR,,,,
2022-01-16,IDN,Indonesia,SEAR,800,,1905,
2022-01-16,XXL,International Commercial Vessel,OTHER,,,,
2022-01-16,XXF,International Conveyance (American Samoa),OTHER,,,,
2022-01-16,XXJ,International Conveyance (Diamond Princess),OTHER,,,,
2022-01-16,XXI,International Conveyance (Kiribati),OTHER,,,,
2022-01-16,XXG,International Conveyance (Solomon Islands),OTHER,,,,
2022-01-16,XXH,International Conveyance (Vanuatu),OTHER,,,,
2022-01-16,IRN,Iran (Islamic Republic Of),EMR,1851,,6750,
2022-01-16,IRQ,Iraq,EMR,,,217,
2022-01-16,IRL,Ireland,EUR,819,27,2735,107
2022-01-16,IMN,Isle Of Man,EUR,,,,
2022-01-16,ISR,Israel,EUR,,,,
2022-01-16,ITA,Italy,EUR,11225,816,37769,2868
2022-01-16,JAM,Jamaica,AMR,16,,70,1
2022-01-16,JPN,Japan,WPR,,,,
2022-01-16,JEY,Jersey,EUR,,,,
2022-01-16,JOR,Jordan,EMR,610,,2460,
2022-01-16,KAZ,Kazakhstan,EUR,,,,
2022-01-16,KEN,Kenya,AFR,,,,
2022-01-16,KIR,Kiribati,WPR,,,,
2022-01-16,XKX,Kosovo (In Accordance With Un Security Council Resolution 1244 (1999)),EUR,,,,
2022-01-16,KWT,Kuwait,EMR,,,,
2022-01-16,KGZ,Kyrgyzstan,EUR,572,,838,
2022-01-16,LAO,Lao People'S Democratic Republic,WPR,,,,
2022-01-16,LVA,Latvia,EUR,468,136,1640,561
2022-01-16,LBN,Lebanon,EMR,,,,
2022-01-16,LSO,Lesotho,AFR,,,,
2022-01-16,LBR,Liberia,AFR,,,,
2022-01-16,LBY,Libya,EMR,,,,
2022-01-16,LIE,Liechtenstein,EUR,,,,
2022-01-16,LTU,Lithuania,EUR,7679,,14845,3
2022-01-16,LUX,Luxembourg,EUR,54,4,202,35
2022-01-16,MDG,Madagascar,AFR,,,,
2022-01-16,MWI,Malawi,AFR,,,,
2022-01-16,MYS,Malaysia,WPR,10690,,39933,
2022-01-16,MDV,Maldives,SEAR,53,,110,
2022-01-16,MLI,Mali,AFR,,,,
2022-01-16,MLT,Malta,EUR,48,2,187,13
2022-01-16,MHL,Marshall Islands,WPR,,,,
2022-01-16,MTQ,Martinique,AMR,,,,
2022-01-16,MRT,Mauritania,AFR,,,,
2022-01-16,MUS,Mauritius,AFR,,,,
2022-01-16,MYT,Mayotte,AFR,,,,
2022-01-16,MEX,Mexico,AMR,7039,76,14707,207
2022-01-16,FSM,Micronesia (Federated States Of),WPR,,,,
2022-01-16,MCO,Monaco,EUR,,,,
2022-01-16,MNG,Mongolia,WPR,5600,,6746,
2022-01-16,MNE,Montenegro,EUR,,,263,27
2022-01-16,MSR,Montserrat,AMR,,,,
2022-01-16,MAR,Morocco,EMR,536,536,791,1066
2022-01-16,MOZ,Mozambique,AFR,,,,
2022-01-16,MMR,Myanmar,SEAR,,,,
2022-01-16,NAM,Namibia,AFR,,,,
2022-01-16,NRU,Nauru,WPR,,,,
2022-01-16,NPL,Nepal,SEAR,,,,
2022-01-16,NLD,Netherlands,EUR,830,99,4060,609
2022-01-16,NCL,New Caledonia,WPR,,,,
2022-01-16,NZL,New Zealand,WPR,19,1,83,5
2022-01-16,NIC,Nicaragua,AMR,,,,
2022-01-16,NER,Niger,AFR,,,,
2022-01-16,NGA,Nigeria,AFR,,,,
2022-01-16,NIU,Niue,WPR,,,,
2022-01-16,MKD,North Macedonia,EUR,240,26,616,48
2022-01-16,MNP,Northern Mariana Islands (Commonwealth Of The),WPR,,,,
2022-01-16,NOR,Norway,EUR,124,24,677,150
2022-01-16,PSE,"Occupied Palestinian Territory, Including East Jerusalem",EMR,,,,
2022-01-16,OMN,Oman,EMR,92,,114,
2022-01-16,PAK,Pakistan,EMR,872,141,3051,205
2022-01-16,PLW,Palau,WPR,,,,
2022-01-16,PAN,Panama,AMR,,,,
2022-01-16,PNG,Papua New Guinea,WPR,,,,
2022-01-16,PRY,Paraguay,AMR,,,,
